message_id,timestamp,affiliate_id,subject,message_text,language,country
MSG0166,2026-01-17T17:45:01+04:00,AFF-6166,Product samples (MSG0117),Do you offer product samples/seedings for creators? I can share a content plan and reach. Ref MSG0117.,en,Sweden
MSG0167,2026-01-17T17:47:01+04:00,AFF-6167,Reporting delay (MSG0118),Is there a reporting delay today? Conversions are not appearing yet in the dashboard. Ref MSG0118.,en,United States
MSG0168,2026-01-17T17:52:01+04:00,AFF-6168,تتبع التحويلات (MSG0119),أرى نقرات ولكن لا توجد تحويلات مؤخراً. هل توجد مشكلة في الإسناد أو تأخير في التقارير؟ مرجع MSG0119.,ar,Saudi Arabia
MSG0169,2026-01-17T17:56:01+04:00,AFF-6169,Invoice details (MSG0120),"Can you provide an invoice template or confirm the billing details you need (VAT, address, legal name)? Ref MSG0120.",en,United Kingdom
MSG0170,2026-01-17T17:58:01+04:00,AFF-6170,Influencer whitelisting (MSG0121),"Do you allow whitelisting/boosting of my creator content as ads, and what terms apply? Ref MSG0121.",en,Ireland
MSG0171,2026-01-17T18:02:01+04:00,AFF-6171,سؤال عن الدفع (MSG0122),مرحباً، هل يمكنكم توضيح مواعيد الدفع والحد الأدنى للسحب لهذا الشهر؟ مرجع MSG0122.,ar,Saudi Arabia
MSG0172,2026-01-17T18:08:01+04:00,AFF-6172,Link shortener question (MSG0123),"When I shorten tracking links, conversions stop tracking. Do you support link shorteners? Ref MSG0123.",en,United Arab Emirates
MSG0173,2026-01-17T18:14:01+04:00,AFF-6173,Invoice details (MSG0124),"Can you provide an invoice template or confirm the billing details you need (VAT, address, legal name)? Ref MSG0124.",en,Sweden
MSG0174,2026-01-17T18:21:01+04:00,AFF-6174,Storewide sale details (MSG0125),"Is there a storewide sale planned soon? I need dates, discount %, and any exclusions. Ref MSG0125.",en,United Arab Emirates
MSG0175,2026-01-17T19:16:01+04:00,AFF-6175,Payment currency (MSG0126),"Can payouts be made in EUR instead of USD? If not, what FX rate is used? Ref MSG0126. This is the highest priority.",en,United Kingdom
MSG0176,2026-01-17T19:20:01+04:00,AFF-6176,Rejected transaction (MSG0127),One transaction was rejected as invalid. Can you share the reason code and recommended next steps? Ref MSG0127.,en,Sweden
MSG0177,2026-01-17T19:24:01+04:00,AFF-6177,Promo code issue (MSG0128),The promo code you shared isn’t applying at checkout. Can you confirm it is active and eligible? Ref MSG0128.,en,Italy
MSG0178,2026-01-17T19:30:01+04:00,AFF-6178,Cookie consent impact (MSG0129),"Could cookie consent banners be impacting tracking, and do you recommend any best practices? Ref MSG0129.",en,Ireland
MSG0179,2026-01-17T19:33:01+04:00,AFF-6179,Mobile tracking support (MSG0130),Do you support app-to-web tracking or mobile-specific attribution? My traffic is mostly mobile. Ref MSG0130.,en,Spain
MSG0180,2026-01-17T19:38:01+04:00,AFF-6180,Promo calendar (MSG0131),I’m planning a placement soon. Are there any confirmed promotions or free-shipping offers. It is urgent!? Ref MSG0131.,en,Italy
MSG0181,2026-01-17T19:44:01+04:00,AFF-6181,طلب رمز خصم (MSG0132),أرغب في الحصول على رمز خصم حصري لمتابعيني. هل يمكن اعتماده مع توضيح الشروط وتاريخ الانتهاء؟ مرجع MSG0132.,ar,Saudi Arabia
MSG0182,2026-01-17T19:51:01+04:00,AFF-6182,Payout schedule request (MSG0133),Could you confirm the payout dates for this month and the minimum payout threshold? Ref MSG0133.,en,United Arab Emirates
MSG0183,2026-01-17T19:55:01+04:00,AFF-6183,طلب رمز خصم (MSG0134),أرغب في الحصول على رمز خصم حصري لمتابعيني. هل يمكن اعتماده مع توضيح الشروط وتاريخ الانتهاء؟ مرجع MSG0134.,ar,Saudi Arabia
MSG0184,2026-01-17T19:58:01+04:00,AFF-6184,Custom landing page (MSG0135),Can you provide a dedicated landing page tailored to my audience and messaging for this campaign? Ref MSG0135.,en,Sweden
MSG0185,2026-01-17T20:05:01+04:00,AFF-6185,Geo restrictions (MSG0136),Is the offer valid for my country and will users be able to checkout without restrictions? Ref MSG0136.,en,Sweden
MSG0186,2026-01-17T20:07:01+04:00,AFF-6186,Deep linking support (MSG0137),Can you enable deep links to category/product pages and share any required parameters? Ref MSG0137.,en,Italy
MSG0187,2026-01-17T20:10:01+04:00,AFF-6187,سؤال عن الدفع (MSG0138),مرحباً، هل يمكنكم توضيح مواعيد الدفع والحد الأدنى للسحب لهذا الشهر؟ مرجع MSG0138.,ar,Saudi Arabia
MSG0188,2026-01-17T20:14:01+04:00,AFF-6188,Product samples (MSG0139),Do you offer product samples/seedings for creators? I can share a content plan and reach. Ref MSG0139.,en,Spain
MSG0189,2026-01-17T20:20:01+04:00,AFF-6189,Product samples (MSG0140),Do you offer product samples/seedings for creators? I can share a content plan and reach. Ref MSG0140.,en,United Arab Emirates
MSG0190,2026-01-17T20:27:01+04:00,AFF-6190,Launch calendar (MSG0141),Do you have an upcoming product/SKU launch calendar so I can plan content in advance? Ref MSG0141.,en,Sweden
MSG0191,2026-01-17T20:29:01+04:00,AFF-6191,Return period impact (MSG0142),How long is the return/cancellation window before commissions are finalized/locked? Ref MSG0142.,en,United States
MSG0192,2026-01-17T20:36:01+04:00,AFF-6192,Product samples (MSG0143),Do you offer product samples/seedings for creators? I can share a content plan and reach. Ref MSG0143.,en,Spain
MSG0193,2026-01-17T20:39:01+04:00,AFF-6193,Cookie consent impact (MSG0144),"Could cookie consent banners be impacting tracking, and do you recommend any best practices? Ref MSG0144.",en,Austria
MSG0194,2026-01-17T20:43:01+04:00,AFF-6194,Newsletter placement (MSG0145),I can feature you in my newsletter. Do you have a CPA goal and preferred messaging? Ref MSG0145.,en,United Kingdom
MSG0195,2026-01-17T20:48:01+04:00,AFF-6195,Partnership proposal (MSG0146),I’d like to propose a longer-term partnership with monthly placements. Do you have a media kit or rate card? Ref MSG0146.,en,Australia
MSG0196,2026-01-17T20:55:01+04:00,AFF-6196,Newsletter placement (MSG0147),I can feature you in my newsletter. Do you have a CPA goal and preferred messaging? Ref MSG0147.,en,United Kingdom
MSG0197,2026-01-17T20:58:01+04:00,AFF-6197,Brand bidding policy (MSG0148),Please confirm whether PPC bidding on brand keywords is permitted and any restricted terms. Ref MSG0148.,en,France
MSG0198,2026-01-17T21:00:01+04:00,AFF-6198,Inventory & shipping (MSG0149),I’m forecasting a spike in demand. Can you confirm inventory availability and current shipping times? Ref MSG0149.,en,Germany
MSG0199,2026-01-17T21:05:01+04:00,AFF-6199,Affiliate manager contact (MSG0150),Who is the affiliate manager for my region and how can I align on monthly targets? Ref MSG0150.,en,Germany
MSG0200,2026-01-17T21:11:01+04:00,AFF-6200,طلب رمز خصم (MSG0151),أرغب في الحصول على رمز خصم حصري لمتابعيني. هل يمكن اعتماده مع توضيح الشروط وتاريخ الانتهاء؟ مرجع MSG0151.,ar,Saudi Arabia
MSG0201,2026-01-17T21:14:01+04:00,AFF-6201,Payout schedule request (MSG0152),Could you confirm the payout dates for this month and the minimum payout threshold? Ref MSG0152.,en,Germany
MSG0202,2026-01-17T21:16:01+04:00,AFF-6202,Link generator access (MSG0153),I can’t access the link generator due to a permissions issue. Can you reset my access? Ref MSG0153.,en,United States
MSG0203,2026-01-17T21:23:01+04:00,AFF-6203,Duplicate orders flagged (MSG0154),Several valid orders were flagged as duplicates. Can you investigate and reinstate if appropriate? Ref MSG0154.,en,Germany
MSG0204,2026-01-17T21:26:01+04:00,AFF-6204,Payout schedule request (MSG0155),Could you confirm the payout dates for this month and the minimum payout threshold? Ref MSG0155.,en,Spain
MSG0205,2026-01-17T21:30:01+04:00,AFF-6205,EPC optimization (MSG0156),My EPC is lower than expected. Can we review landing pages/offers to improve conversion? Ref MSG0156.,en,Spain
MSG0206,2026-01-17T21:36:01+04:00,AFF-6206,Storewide sale details (MSG0157),"Is there a storewide sale planned soon? I need dates, discount %, and any exclusions. Ref MSG0157.",en,Italy
MSG0207,2026-01-17T21:42:01+04:00,AFF-6207,Payment method update (MSG0158),"I need to change my payout method (e.g., PayPal to bank transfer). What is the process? Ref MSG0158.",en,Ireland
MSG0208,2026-01-17T21:48:01+04:00,AFF-6208,Brand bidding policy (MSG0159),Please confirm whether PPC bidding on brand keywords is permitted and any restricted terms. Ref MSG0159.,en,Austria
MSG0209,2026-01-17T21:50:01+04:00,AFF-6209,Commission structure (MSG0160),Can you break down commission by product category and confirm any exclusions? Ref MSG0160.,en,Sweden
MSG0210,2026-01-17T21:57:01+04:00,AFF-6210,SubID reporting (MSG0161),Can you enable SubID reporting so I can analyze performance by placement/subchannel? Ref MSG0161.,en,Austria
MSG0211,2026-01-17T22:00:01+04:00,AFF-6211,Link generator access (MSG0162),I can’t access the link generator due to a permissions issue. Can you reset my access? Ref MSG0162.,en,Germany
MSG0212,2026-01-17T22:37:01+04:00,AFF-6212,Product feed / API (MSG0163),Do you provide a product feed (CSV/XML) or API for price and availability updates? Ref MSG0163.,en,Australia
MSG0213,2026-01-17T22:43:01+04:00,AFF-6213,Invoice details (MSG0164) Premium Customer. High Priority,"Can you provide an invoice template or confirm the billing details you need (VAT, address, legal name)? Ref MSG0164.",en,United Arab Emirates
MSG0214,2026-01-17T22:46:01+04:00,AFF-6214,Product samples (MSG0165),Do you offer product samples/seedings for creators? I can share a content plan and reach. Ref MSG0165.,en,Germany
MSG0215,2026-01-17T22:52:01+04:00,AFF-6215,Tax documentation (MSG0166),Which tax forms do you require and where can I upload them in the platform? Ref MSG0166.,en,United States
MSG0216,2026-01-17T22:54:01+04:00,AFF-6216,Cross-device tracking (MSG0167),Do you support cross-device attribution for users who browse on mobile and purchase on desktop? Ref MSG0167.,en,Ireland
MSG0217,2026-01-17T23:00:01+04:00,AFF-6217,مشكلة في رابط التتبع (MSG0168),مرحباً، رابط التتبع الخاص بي لا يعمل ويظهر خطأ عند فتحه. هل يمكنكم التأكد من صحة الرابط وحالة الحملة؟ مرجع MSG0168.,ar,Saudi Arabia
MSG0218,2026-01-17T23:06:01+04:00,AFF-6218,سؤال عن الدفع (MSG0169),مرحباً، هل يمكنكم توضيح مواعيد الدفع والحد الأدنى للسحب لهذا الشهر؟ مرجع MSG0169.,ar,United Arab Emirates
MSG0219,2026-01-17T23:09:01+04:00,AFF-6219,Coupon code request (MSG0170),I’d like a unique coupon code for my audience. Can you approve one and confirm start/end dates and exclusions? Ref MSG0170.,en,Netherlands
MSG0220,2026-01-17T23:11:01+04:00,AFF-6220,Tax documentation (MSG0171),Which tax forms do you require and where can I upload them in the platform? Ref MSG0171.,en,Australia
MSG0221,2026-01-17T23:13:01+04:00,AFF-6221,Custom landing page (MSG0172),Can you provide a dedicated landing page tailored to my audience and messaging for this campaign? Ref MSG0172.,en,United Kingdom
MSG0222,2026-01-17T23:17:01+04:00,AFF-6222,Payment currency (MSG0173),"Can payouts be made in EUR instead of USD? If not, what FX rate is used? Ref MSG0173.",en,Spain
MSG0223,2026-01-17T23:21:01+04:00,AFF-6223,SubID reporting (MSG0174),Can you enable SubID reporting so I can analyze performance by placement/subchannel? Ref MSG0174.,en,Australia
MSG0224,2026-01-17T23:27:01+04:00,AFF-6224,طلبات المواد الإعلانية (MSG0175),هل لديكم بانرات محدثة وإرشادات العلامة التجارية لاستخدامها في الحملات؟ مرجع MSG0175.,ar,Saudi Arabia
MSG0225,2026-01-17T23:30:01+04:00,AFF-6225,Tax documentation (MSG0176),Which tax forms do you require and where can I upload them in the platform? Ref MSG0176.,en,Netherlands
MSG0226,2026-01-17T23:33:01+04:00,AFF-6226,Brand bidding policy (MSG0177),Please confirm whether PPC bidding on brand keywords is permitted and any restricted terms. Ref MSG0177.,en,Australia
MSG0227,2026-01-17T23:38:01+04:00,AFF-6227,Partnership proposal (MSG0178),I’d like to propose a longer-term partnership with monthly placements. Do you have a media kit or rate card? Ref MSG0178.,en,United States
MSG0228,2026-01-17T23:43:01+04:00,AFF-6228,Creative assets request (MSG0179),"Do you have refreshed banners (300x250, 728x90, 1080x1080) plus brand guidelines I can follow? Ref MSG0179.",en,Ireland
MSG0229,2026-01-17T23:50:01+04:00,AFF-6229,Duplicate orders flagged (MSG0180),Several valid orders were flagged as duplicates. Can you investigate and reinstate if appropriate? Ref MSG0180.,en,Italy
MSG0230,2026-01-17T23:52:01+04:00,AFF-6230,Commission discrepancy (MSG0181),I’m seeing different commission amounts for similar orders. Can you explain the calculation? Ref MSG0181.,en,Spain
MSG0231,2026-01-17T23:56:01+04:00,AFF-6231,Invoice details (MSG0182),"Can you provide an invoice template or confirm the billing details you need (VAT, address, legal name)? Ref MSG0182.",en,United States
MSG0232,2026-01-18T00:03:01+04:00,AFF-6232,Invoice details (MSG0183),"Can you provide an invoice template or confirm the billing details you need (VAT, address, legal name)? Ref MSG0183.",en,Sweden
MSG0233,2026-01-18T00:07:01+04:00,AFF-6233,Commission structure (MSG0184),Can you break down commission by product category and confirm any exclusions? Ref MSG0184.,en,Germany
MSG0234,2026-01-18T00:10:01+04:00,AFF-6234,Partnership proposal (MSG0185),I’d like to propose a longer-term partnership with monthly placements. Do you have a media kit or rate card? Ref MSG0185.,en,United States
MSG0235,2026-01-18T00:15:01+04:00,AFF-6235,Commission discrepancy (MSG0186),I’m seeing different commission amounts for similar orders. Can you explain the calculation? Ref MSG0186.,en,France
MSG0236,2026-01-18T00:18:01+04:00,AFF-6236,Fraud policy (MSG0187),What criteria triggers fraud checks and reversals? I want to ensure my traffic complies. Ref MSG0187.,en,France
MSG0237,2026-01-18T00:23:01+04:00,AFF-6237,Outdated banners (MSG0188),Some creatives still show an old offer. Can you confirm the correct promo text and send current banners? Ref MSG0188.,en,Portugal
MSG0238,2026-01-18T00:28:01+04:00,AFF-6238,S2S postback (MSG0189),Do you support server-to-server postback tracking? I can provide my postback URL. Ref MSG0189.,en,Spain
MSG0239,2026-01-18T00:32:01+04:00,AFF-6239,Newsletter placement (MSG0190),I can feature you in my newsletter. Do you have a CPA goal and preferred messaging? Ref MSG0190.,en,United Kingdom
MSG0240,2026-01-18T00:36:01+04:00,AFF-6240,Outdated banners (MSG0191),Some creatives still show an old offer. Can you confirm the correct promo text and send current banners? Ref MSG0191.,en,United Arab Emirates
MSG0241,2026-01-18T00:42:01+04:00,AFF-6241,Custom landing page (MSG0192),Can you provide a dedicated landing page tailored to my audience and messaging for this campaign? Ref MSG0192.,en,Australia
MSG0242,2026-01-18T00:49:01+04:00,AFF-6242,Return period impact (MSG0193),How long is the return/cancellation window before commissions are finalized/locked? Ref MSG0193.,en,United Arab Emirates
MSG0243,2026-01-18T00:53:01+04:00,AFF-6243,SubID reporting (MSG0194),Can you enable SubID reporting so I can analyze performance by placement/subchannel? Ref MSG0194.,en,Canada
MSG0244,2026-01-18T00:55:01+04:00,AFF-6244,Feed missing images (MSG0195),The product feed is missing image URLs for some SKUs. Can you provide an updated feed or fix? Ref MSG0195.,en,United States
MSG0245,2026-01-18T00:57:01+04:00,AFF-6245,Payment method update (MSG0196),"I need to change my payout method (e.g., PayPal to bank transfer). What is the process? Ref MSG0196.",en,United Kingdom
MSG0246,2026-01-18T01:01:01+04:00,AFF-6246,سؤال عن الدفع (MSG0197),مرحباً، هل يمكنكم توضيح مواعيد الدفع والحد الأدنى للسحب لهذا الشهر؟ مرجع MSG0197.,ar,United Arab Emirates
MSG0247,2026-01-18T01:05:01+04:00,AFF-6247,Duplicate orders flagged (MSG0198),Several valid orders were flagged as duplicates. Can you investigate and reinstate if appropriate? Ref MSG0198.,en,Germany
MSG0248,2026-01-18T01:12:01+04:00,AFF-6248,Partnership proposal (MSG0199),I’d like to propose a longer-term partnership with monthly placements. Do you have a media kit or rate card? Ref MSG0199.,en,Netherlands
MSG0249,2026-01-18T02:19:01+04:00,AFF-6249,طلب رمز خصم (MSG0200),أرغب في الحصول على رمز خصم حصري لمتابعيني. هل يمكن اعتماده مع توضيح الشروط وتاريخ الانتهاء؟ مرجع MSG0200.,ar,Saudi Arabia
MSG0250,2026-01-18T02:21:01+04:00,AFF-6250,Missing conversions (MSG0201),"I’m seeing clicks but no conversions since yesterday. Can you check for attribution, pixel, or reporting issues? Ref MSG0201.",en,Netherlands
MSG0251,2026-01-18T02:28:01+04:00,AFF-6251,Duplicate orders flagged (MSG0202),Several valid orders were flagged as duplicates. Can you investigate and reinstate if appropriate? Ref MSG0202.,en,France
MSG0252,2026-01-18T02:30:01+04:00,AFF-6252,Payout schedule request (MSG0203),Could you confirm the payout dates for this month and the minimum payout threshold? Ref MSG0203.,en,Netherlands
MSG0253,2026-01-18T02:37:01+04:00,AFF-6253,Payment method update (MSG0204),"I need to change my payout method (e.g., PayPal to bank transfer). What is the process? Ref MSG0204.",en,United Kingdom
MSG0254,2026-01-18T02:39:01+04:00,AFF-6254,Creative assets request (MSG0205),"Do you have refreshed banners (300x250, 728x90, 1080x1080) plus brand guidelines I can follow? Ref MSG0205.",en,Italy
MSG0255,2026-01-18T02:43:01+04:00,AFF-6255,Commission structure (MSG0206),Can you break down commission by product category and confirm any exclusions? Ref MSG0206.,en,United States
MSG0256,2026-01-18T02:45:01+04:00,AFF-6256,Tax documentation (MSG0207),Which tax forms do you require and where can I upload them in the platform? Ref MSG0207.,en,Ireland
MSG0257,2026-01-18T02:50:01+04:00,AFF-6257,Affiliate manager contact (MSG0208),Who is the affiliate manager for my region and how can I align on monthly targets? Ref MSG0208.,en,Netherlands
MSG0258,2026-01-18T02:53:01+04:00,AFF-6258,طلبات المواد الإعلانية (MSG0209),هل لديكم بانرات محدثة وإرشادات العلامة التجارية لاستخدامها في الحملات؟ مرجع MSG0209.,ar,United Arab Emirates
MSG0259,2026-01-18T03:00:01+04:00,AFF-6259,Attribution window (MSG0210),"What is your attribution window (last-click and any view-through), and does it vary by channel? Ref MSG0210.",en,Italy
MSG0260,2026-01-18T03:03:01+04:00,AFF-6260,Missing conversions (MSG0211),"I’m seeing clicks but no conversions since yesterday. Can you check for attribution, pixel, or reporting issues? Ref MSG0211.",en,Netherlands
MSG0261,2026-01-18T03:06:01+04:00,AFF-6261,UTM parameters (MSG0212),Can I append UTM parameters to tracking URLs for analytics without breaking attribution? Ref MSG0212.,en,Spain
MSG0262,2026-01-18T03:13:01+04:00,AFF-6262,Link generator access (MSG0213),I can’t access the link generator due to a permissions issue. Can you reset my access? Ref MSG0213.,en,Canada
MSG0263,2026-01-18T03:16:01+04:00,AFF-6263,Custom landing page (MSG0214),Can you provide a dedicated landing page tailored to my audience and messaging for this campaign? Ref MSG0214.,en,Canada
MSG0264,2026-01-18T03:22:01+04:00,AFF-6264,Brand asset compliance (MSG0215),"Are we allowed to use your logo in a YouTube thumbnail and intro, and are there usage guidelines? Ref MSG0215.",en,France
MSG0265,2026-01-18T03:26:01+04:00,AFF-6265,Payment method update (MSG0216),"I need to change my payout method (e.g., PayPal to bank transfer). What is the process? Ref MSG0216.",en,United Arab Emirates
MSG0266,2026-01-18T03:28:01+04:00,AFF-6266,Payout schedule request (MSG0217),Could you confirm the payout dates for this month and the minimum payout threshold? Ref MSG0217.,en,United Arab Emirates
MSG0267,2026-01-18T03:35:01+04:00,AFF-6267,SubID reporting (MSG0218),Can you enable SubID reporting so I can analyze performance by placement/subchannel? Ref MSG0218.,en,Spain
MSG0268,2026-01-18T03:40:01+04:00,AFF-6268,Custom landing page (MSG0219),Can you provide a dedicated landing page tailored to my audience and messaging for this campaign? Ref MSG0219.,en,Italy
MSG0269,2026-01-18T03:42:01+04:00,AFF-6269,Commission discrepancy (MSG0220),I’m seeing different commission amounts for similar orders. Can you explain the calculation? Ref MSG0220.,en,Austria
MSG0270,2026-01-18T03:47:01+04:00,AFF-6270,SubID reporting (MSG0221),Can you enable SubID reporting so I can analyze performance by placement/subchannel? Ref MSG0221.,en,Portugal
MSG0271,2026-01-18T03:51:01+04:00,AFF-6271,Feed missing images (MSG0222),The product feed is missing image URLs for some SKUs. Can you provide an updated feed or fix? Ref MSG0222.,en,Spain
MSG0272,2026-01-18T03:55:01+04:00,AFF-6272,Fraud policy (MSG0223),What criteria triggers fraud checks and reversals? I want to ensure my traffic complies. Ref MSG0223.,en,Spain
MSG0273,2026-01-18T04:02:01+04:00,AFF-6273,Partnership proposal (MSG0224),I’d like to propose a longer-term partnership with monthly placements. Do you have a media kit or rate card? Ref MSG0224.,en,Germany
MSG0274,2026-01-18T04:06:01+04:00,AFF-6274,سؤال عن الدفع (MSG0225),مرحباً، هل يمكنكم توضيح مواعيد الدفع والحد الأدنى للسحب لهذا الشهر؟ مرجع MSG0225.,ar,United Arab Emirates
MSG0275,2026-01-18T04:08:01+04:00,AFF-6275,Cookie consent impact (MSG0226),"Could cookie consent banners be impacting tracking, and do you recommend any best practices? Ref MSG0226.",en,United Kingdom
MSG0276,2026-01-18T04:15:01+04:00,AFF-6276,Duplicate orders flagged (MSG0227),Several valid orders were flagged as duplicates. Can you investigate and reinstate if appropriate? Ref MSG0227.,en,Netherlands
MSG0277,2026-01-18T04:18:01+04:00,AFF-6277,مشكلة في رابط التتبع (MSG0228),مرحباً، رابط التتبع الخاص بي لا يعمل ويظهر خطأ عند فتحه. هل يمكنكم التأكد من صحة الرابط وحالة الحملة؟ مرجع MSG0228.,ar,United Arab Emirates
MSG0278,2026-01-18T04:25:01+04:00,AFF-6278,SubID reporting (MSG0229),Can you enable SubID reporting so I can analyze performance by placement/subchannel? Ref MSG0229.,en,Portugal
MSG0279,2026-01-18T04:32:01+04:00,AFF-6279,Broken product page (MSG0230),The product page I’m linking to shows an error. Can you share the updated URL? Ref MSG0230.,en,Canada
MSG0280,2026-01-18T04:35:01+04:00,AFF-6280,Coupon code request (MSG0231),I’d like a unique coupon code for my audience. Can you approve one and confirm start/end dates and exclusions? Ref MSG0231.,en,Canada
MSG0281,2026-01-18T04:40:01+04:00,AFF-6281,Rejected transaction (MSG0232),One transaction was rejected as invalid. Can you share the reason code and recommended next steps? Ref MSG0232.,en,France
MSG0282,2026-01-18T04:44:01+04:00,AFF-6282,Tracking link error (MSG0233),"Hi team, my tracking link is returning an error page when opened. Can you verify the correct URL format and campaign status? Ref MSG0233.",en,Australia
MSG0283,2026-01-18T04:48:01+04:00,AFF-6283,Outdated banners (MSG0234),Some creatives still show an old offer. Can you confirm the correct promo text and send current banners? Ref MSG0234.,en,Sweden
MSG0284,2026-01-18T04:54:01+04:00,AFF-6284,Mobile tracking support (MSG0235),Do you support app-to-web tracking or mobile-specific attribution? My traffic is mostly mobile. Ref MSG0235.,en,Ireland
MSG0285,2026-01-18T04:56:01+04:00,AFF-6285,Link shortener question (MSG0236),"When I shorten tracking links, conversions stop tracking. Do you support link shorteners? Ref MSG0236.",en,Canada
MSG0286,2026-01-18T05:41:01+04:00,AFF-6286,Outdated banners (MSG0237),Some creatives still show an old offer. Can you confirm the correct promo text and send current banners? Ref MSG0237.,en,United Arab Emirates
MSG0287,2026-01-18T05:46:01+04:00,AFF-6287,Product samples (MSG0238),Do you offer product samples/seedings for creators? I can share a content plan and reach. Ref MSG0238.,en,United Kingdom
MSG0288,2026-01-18T05:50:01+04:00,AFF-6288,Mobile tracking support (MSG0239),Do you support app-to-web tracking or mobile-specific attribution? My traffic is mostly mobile. Ref MSG0239.,en,Spain
MSG0289,2026-01-18T05:56:01+04:00,AFF-6289,"Commission tier discussion (MSG0240) Premium Customer, High Priority!",My volume has increased. Can we review my commission tier and the criteria for an uplift? Ref MSG0240.,en,United Arab Emirates
MSG0290,2026-01-18T06:00:01+04:00,AFF-6290,Invoice details (MSG0241),"Can you provide an invoice template or confirm the billing details you need (VAT, address, legal name)? Ref MSG0241.",en,United Kingdom
MSG0291,2026-01-18T06:05:01+04:00,AFF-6291,تتبع التحويلات (MSG0242),أرى نقرات ولكن لا توجد تحويلات مؤخراً. هل توجد مشكلة في الإسناد أو تأخير في التقارير؟ مرجع MSG0242.,ar,United Arab Emirates
MSG0292,2026-01-18T06:07:01+04:00,AFF-6292,UTM parameters (MSG0243),Can I append UTM parameters to tracking URLs for analytics without breaking attribution? Ref MSG0243.,en,Canada
MSG0293,2026-01-18T06:14:01+04:00,AFF-6293,Commission tier discussion (MSG0244),My volume has increased. Can we review my commission tier and the criteria for an uplift? Ref MSG0244.,en,Italy
MSG0294,2026-01-18T06:20:01+04:00,AFF-6294,Commission discrepancy (MSG0245),I’m seeing different commission amounts for similar orders. Can you explain the calculation? Ref MSG0245.,en,Germany
MSG0295,2026-01-18T06:27:01+04:00,AFF-6295,Storewide sale details (MSG0246),"Is there a storewide sale planned soon? I need dates, discount %, and any exclusions. Ref MSG0246.",en,Portugal
MSG0296,2026-01-18T06:31:01+04:00,AFF-6296,سؤال عن الدفع (MSG0247),مرحباً، هل يمكنكم توضيح مواعيد الدفع والحد الأدنى للسحب لهذا الشهر؟ مرجع MSG0247.,ar,Saudi Arabia
MSG0297,2026-01-18T06:35:01+04:00,AFF-6297,Coupon code request (MSG0248),I’d like a unique coupon code for my audience. Can you approve one and confirm start/end dates and exclusions? Ref MSG0248.,en,Germany
MSG0298,2026-01-18T06:42:01+04:00,AFF-6298,Newsletter placement (MSG0249),I can feature you in my newsletter. Do you have a CPA goal and preferred messaging? Ref MSG0249.,en,Austria
MSG0299,2026-01-18T06:49:01+04:00,AFF-6299,Link generator access (MSG0250),I can’t access the link generator due to a permissions issue. Can you reset my access? Ref MSG0250.,en,Germany
MSG0300,2026-01-18T06:55:01+04:00,AFF-6300,Cross-device tracking (MSG0251),Do you support cross-device attribution for users who browse on mobile and purchase on desktop? Ref MSG0251.,en,United Arab Emirates
MSG0301,2026-01-18T07:01:01+04:00,AFF-6301,Commission tier discussion (MSG0252),My volume has increased. Can we review my commission tier and the criteria for an uplift? Ref MSG0252.,en,Italy
MSG0302,2026-01-18T07:03:01+04:00,AFF-6302,سؤال عن الدفع (MSG0253),مرحباً، هل يمكنكم توضيح مواعيد الدفع والحد الأدنى للسحب لهذا الشهر؟ مرجع MSG0253.,ar,United Arab Emirates
MSG0303,2026-01-18T07:10:01+04:00,AFF-6303,Deep linking support (MSG0254),Can you enable deep links to category/product pages and share any required parameters? Ref MSG0254.,en,Sweden
MSG0304,2026-01-18T07:15:01+04:00,AFF-6304,Tax documentation (MSG0255),Which tax forms do you require and where can I upload them in the platform? Ref MSG0255.,en,Australia
MSG0305,2026-01-18T07:17:01+04:00,AFF-6305,Cookie consent impact (MSG0256),"Could cookie consent banners be impacting tracking, and do you recommend any best practices? Ref MSG0256.",en,United Arab Emirates
MSG0306,2026-01-18T07:23:01+04:00,AFF-6306,Reporting delay (MSG0257),Is there a reporting delay today? Conversions are not appearing yet in the dashboard. Ref MSG0257.,en,Italy
MSG0307,2026-01-18T07:27:01+04:00,AFF-6307,Commission structure (MSG0258),Can you break down commission by product category and confirm any exclusions? Ref MSG0258.,en,United Arab Emirates
MSG0308,2026-01-18T07:29:01+04:00,AFF-6308,Commission discrepancy (MSG0259),I’m seeing different commission amounts for similar orders. Can you explain the calculation? Ref MSG0259.,en,United Kingdom
MSG0309,2026-01-18T07:35:01+04:00,AFF-6309,Influencer whitelisting (MSG0260),"Do you allow whitelisting/boosting of my creator content as ads, and what terms apply? Ref MSG0260.",en,United Kingdom
MSG0310,2026-01-18T07:42:01+04:00,AFF-6310,طلب رمز خصم (MSG0261),أرغب في الحصول على رمز خصم حصري لمتابعيني. هل يمكن اعتماده مع توضيح الشروط وتاريخ الانتهاء؟ مرجع MSG0261.,ar,Saudi Arabia
MSG0311,2026-01-18T07:44:01+04:00,AFF-6311,Mobile tracking support (MSG0262),Do you support app-to-web tracking or mobile-specific attribution? My traffic is mostly mobile. Ref MSG0262.,en,Netherlands
MSG0312,2026-01-18T07:51:01+04:00,AFF-6312,Feed missing images (MSG0263),The product feed is missing image URLs for some SKUs. Can you provide an updated feed or fix? Ref MSG0263.,en,Spain
